,timestamp,lp
2023-06-28 14:55:56.843269,,589.8
2023-06-28 14:55:57.847525,,589.75
2023-06-28 14:55:58.449113,,589.8
2023-06-28 14:55:59.450466,,589.7
2023-06-28 14:56:00.667119,,589.75
2023-06-28 14:56:01.646513,,589.8
2023-06-28 14:56:02.664880,,589.65
2023-06-28 14:56:03.853143,,589.8
2023-06-28 14:56:04.844529,,589.65
2023-06-28 14:56:05.845231,,589.75
2023-06-28 14:56:06.246982,,589.7
2023-06-28 14:56:06.850607,,589.65
2023-06-28 14:56:07.454231,,589.7
2023-06-28 14:56:07.849573,,589.75
2023-06-28 14:56:08.255322,,589.8
2023-06-28 14:56:09.449834,,589.75
2023-06-28 14:56:11.453287,,589.8
2023-06-28 14:56:12.458556,,589.6
2023-06-28 14:56:12.858239,,589.65
2023-06-28 14:56:13.460865,,589.55
2023-06-28 14:56:13.848991,,589.75
2023-06-28 14:56:14.657453,,589.55
2023-06-28 14:56:14.851914,,589.65
2023-06-28 14:56:16.850171,,589.6
2023-06-28 14:56:17.845750,,589.75
2023-06-28 14:56:18.850048,,589.6
2023-06-28 14:56:20.462112,,589.75
2023-06-28 14:56:21.465503,,589.55
2023-06-28 14:56:22.852004,,589.75
2023-06-28 14:56:23.470699,,589.55
2023-06-28 14:56:23.856425,,589.75
2023-06-28 14:56:24.852454,,589.55
2023-06-28 14:56:25.470094,,589.75
2023-06-28 14:56:26.469980,,589.7
2023-06-28 14:56:27.473073,,589.65
2023-06-28 14:56:27.851315,,589.55
2023-06-28 14:56:28.850250,,589.5
2023-06-28 14:56:29.849337,,589.7
2023-06-28 14:56:32.281894,,589.65
2023-06-28 14:56:34.287131,,589.75
2023-06-28 14:56:34.859738,,589.65
2023-06-28 14:56:36.854276,,589.75
2023-06-28 14:56:37.884424,,589.65
2023-06-28 14:56:39.089747,,589.75
2023-06-28 14:56:39.851213,,589.65
2023-06-28 14:56:40.090271,,589.6
2023-06-28 14:56:40.854284,,589.75
2023-06-28 14:56:41.854701,,589.65
2023-06-28 14:56:43.102786,,589.6
2023-06-28 14:56:43.493957,,589.7
2023-06-28 14:56:43.856121,,589.65
2023-06-28 14:56:44.857529,,589.6
2023-06-28 14:56:45.855451,,589.65
2023-06-28 14:56:49.862252,,589.5
2023-06-28 14:56:50.102193,,589.65
2023-06-28 14:56:50.863762,,589.7
2023-06-28 14:56:52.303723,,589.55
2023-06-28 14:56:52.855497,,589.7
2023-06-28 14:56:53.309628,,589.55
2023-06-28 14:56:53.855082,,589.65
2023-06-28 14:56:55.366850,,589.55
2023-06-28 14:56:55.510273,,589.65
2023-06-28 14:56:56.511189,,589.7
2023-06-28 14:56:56.858585,,589.65
2023-06-28 14:56:57.512785,,589.7
2023-06-28 14:56:58.512600,,589.6
2023-06-28 14:56:59.515330,,589.65
2023-06-28 14:57:00.861249,,589.7
2023-06-28 14:57:01.519841,,589.65
2023-06-28 14:57:03.525597,,589.6
2023-06-28 14:57:05.727585,,589.65
2023-06-28 14:57:06.727962,,589.7
2023-06-28 14:57:07.325924,,589.65
2023-06-28 14:57:07.862823,,589.7
2023-06-28 14:57:08.329314,,589.75
2023-06-28 14:57:08.859111,,589.7
2023-06-28 14:57:09.326382,,589.55
2023-06-28 14:57:10.860034,,589.7
2023-06-28 14:57:11.863758,,589.55
2023-06-28 14:57:12.864693,,589.5
2023-06-28 14:57:13.862030,,589.55
2023-06-28 14:57:15.866784,,589.65
2023-06-28 14:57:17.533903,,589.6
2023-06-28 14:57:19.536056,,589.5
2023-06-28 14:57:20.540924,,589.6
2023-06-28 14:57:21.742878,,589.55
2023-06-28 14:57:22.740366,,589.6
2023-06-28 14:57:26.864762,,589.5
2023-06-28 14:57:27.150073,,589.6
2023-06-28 14:57:27.871750,,589.5
2023-06-28 14:57:28.345388,,589.4
2023-06-28 14:57:28.866341,,589.35
2023-06-28 14:57:29.347468,,589.6
2023-06-28 14:57:31.552962,,589.35
2023-06-28 14:57:32.751917,,589.5
2023-06-28 14:57:32.865259,,589.7
2023-06-28 14:57:33.752135,,589.6
